Cluster_Agglo,Species_List,Centroid_Latitude,Centroid_Longitude,Radius_Km,City_State,Habitat,Richness
161,"Castor canadensis, Lynx rufus, Canis latrans, Sylvilagus floridanus, Sciurus niger, Sciurus carolinensis, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Sus scrofa, Canis familiaris, Urocyon cinereoargenteus, Vulpes vulpes, Equus caballus, Felis catus, Lontra canadensis, Mephitis mephitis, Bos taurus",34.80217567173158,-80.15037850000002,50,Chesterfield County - South Carolina,forest,18
162,"Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Didelphis virginiana, Urocyon cinereoargenteus, Canis familiaris, Sylvilagus floridanus, Canis latrans",34.04251136214218,-79.78928437500001,50,Florence County - South Carolina,forest,8
163,"Odocoileus virginianus, Procyon lotor, Didelphis virginiana, Marmota monax, Sciurus niger, Canis latrans, Sylvilagus floridanus, Tamias striatus, Lynx rufus, Sciurus carolinensis, Tamiasciurus hudsonicus, Felis catus, Canis familiaris, Mephitis mephitis, Lontra canadensis",40.01302685212375,-81.11390004166665,50,Belmont County - Ohio,forest,15
164,"Odocoileus hemionus, Sciurus griseus, Tamiasciurus douglasii, Neotamias townsendii, Didelphis virginiana, Mephitis mephitis, Glaucomys sabrinus, Puma concolor, Spilogale gracilis, Aplodontia rufa, Sylvilagus bachmani, Ursus americanus, Lynx rufus, Procyon lotor, Canis familiaris, Mustela erminea, Mustela frenata, Neotoma cinerea, Neotoma fuscipes, Otospermophilus beecheyi, Lontra canadensis",44.41989597695255,-123.45565077857144,50,Benton County - Oregon,forest,21
165,"Sciurus carolinensis, Canis familiaris, Odocoileus virginianus, Procyon lotor, Canis latrans, Sylvilagus floridanus, Didelphis virginiana, Dasypus novemcinctus, Tamias striatus, Felis catus, Urocyon cinereoargenteus, Glaucomys volans, Lynx rufus",32.66209538528217,-85.48573326744182,50,Auburn - Alabama,forest,13
166,"Lynx rufus, Canis latrans, Sylvilagus floridanus, Sciurus niger, Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Didelphis virginiana, Odocoileus virginianus, Marmota monax, Felis catus, Canis familiaris, Peromyscus maniculatus, Tamias striatus",39.76497733891577,-94.78284618749998,50,Saint Joseph - Missouri,forest,14
167,"Sciurus carolinensis, Procyon lotor, Dasypus novemcinctus, Sciurus niger, Odocoileus virginianus, Canis latrans, Didelphis virginiana, Mephitis mephitis, Lynx rufus, Sigmodon hispidus",29.67145497221849,-95.91945044444444,50,Fort Bend County - Texas,forest,10
168,"Procyon lotor, Sciurus niger, Canis familiaris, Neovison vison, Sciurus carolinensis, Vulpes vulpes, Felis catus, Tamias striatus, Didelphis virginiana, Canis latrans, Mephitis mephitis, Sylvilagus floridanus",41.74806628331448,-88.35425249999999,50,Aurora - Illinois,anthropogenic,12
169,"Canis latrans, Mephitis mephitis, Thomomys bottae, Canis familiaris, Sylvilagus audubonii, Lynx rufus, Neotamias obscurus, Otospermophilus beecheyi, Odocoileus hemionus, Urocyon cinereoargenteus, Puma concolor, Procyon lotor",33.191524513303456,-117.0537025,50,Escondido - California,forest,12
170,"Odocoileus virginianus, Sciurus carolinensis, Canis familiaris, Canis latrans, Procyon lotor, Sus scrofa, Didelphis virginiana, Vulpes vulpes, Urocyon cinereoargenteus, Dasypus novemcinctus, Mephitis mephitis, Equus caballus, Felis catus, Ursus americanus",34.743644955040814,-82.85071867619048,50,Pickens County - South Carolina,forest,14
171,"Odocoileus virginianus, Mephitis mephitis, Procyon lotor, Lynx rufus, Sus scrofa, Sciurus niger, Bos taurus, Castor canadensis, Didelphis virginiana, Canis latrans, Urocyon cinereoargenteus, Dasypus novemcinctus",32.53592576023002,-98.60896285714286,50,Stephens County - Texas,forest,12
172,"Odocoileus virginianus, Sus scrofa, Procyon lotor, Canis latrans, Dasypus novemcinctus, Mephitis mephitis, Lynx rufus, Canis familiaris, Bos taurus, Sylvilagus floridanus, Odocoileus hemionus, Didelphis virginiana, Erethizon dorsatum, Castor canadensis, Sciurus niger, Sigmodon hispidus, Chaetodipus hispidus, Peromyscus maniculatus, Onychomys leucogaster",35.92012668618239,-100.28463472954544,50,Hemphill County - Texas,grassland,19
173,"Odocoileus virginianus, Vulpes vulpes, Sciurus niger, Sciurus carolinensis, Canis latrans, Procyon lotor, Didelphis virginiana, Sylvilagus floridanus, Canis familiaris, Mephitis mephitis",38.79467280171656,-89.99856145555553,50,Edwardsville - Illinois,forest,10
174,"Canis latrans, Sciurus aberti, Odocoileus hemionus, Urocyon cinereoargenteus, Mephitis mephitis, Lynx rufus, Taxidea taxus, Odocoileus virginianus, Cervus canadensis, Lepus californicus, Tamiasciurus hudsonicus, Sciurus arizonensis, Ursus americanus, Puma concolor",35.31681760068648,-111.71166666666666,50,Coconino County - Arizona,grassland,14
175,"Capra aegagrus hircus, Odocoileus virginianus, Sciurus carolinensis, Canis familiaris, Didelphis virginiana, Felis catus, Canis latrans, Vulpes vulpes, Bos taurus, Urocyon cinereoargenteus, Procyon lotor, Lynx rufus, Sylvilagus palustris, Sylvilagus floridanus, Ursus americanus",35.70456925096071,-78.2766023076923,50,Johnston County - North Carolina,forest,15
176,"Canis latrans, Tamias striatus, Sciurus carolinensis, Procyon lotor, Urocyon cinereoargenteus, Tamiasciurus hudsonicus, Sylvilagus floridanus, Odocoileus virginianus, Felis catus, Glaucomys volans, Didelphis virginiana, Mustela frenata, Pekania pennanti, Vulpes vulpes, Marmota monax, Canis familiaris, Peromyscus leucopus, Mephitis mephitis, Mustela erminea",41.98569887337195,-70.95856418181819,50,Bridgewater - Massachusetts,forest,19
177,"Odocoileus virginianus, Procyon lotor, Sylvilagus floridanus, Vulpes vulpes, Canis familiaris, Didelphis virginiana, Canis latrans, Sciurus niger, Sciurus carolinensis, Felis catus, Lepus californicus, Tamias striatus, Tamiasciurus hudsonicus, Neovison vison",44.90606237053797,-93.15263584375,50,Saint Paul - Minnesota,forest,14
178,"Canis latrans, Procyon lotor, Lynx rufus, Odocoileus hemionus, Lontra canadensis, Sylvilagus bachmani, Mephitis mephitis, Zalophus californianus, Canis familiaris",38.02639117652893,-122.9559466888889,50,Marin County - California,beach,9
179,"Ursus americanus, Tamiasciurus douglasii, Urocyon cinereoargenteus, Odocoileus hemionus, Lynx rufus, Canis latrans, Sciurus griseus, Procyon lotor, Mephitis mephitis, Didelphis virginiana, Canis familiaris, Neotamias sonomae, Sylvilagus bachmani, Neotoma fuscipes, Sciurus carolinensis",40.698439364467454,-124.19299233124995,50,Humboldt County - California,forest,15
180,"Odocoileus virginianus, Sciurus carolinensis, Canis latrans, Procyon lotor, Vulpes vulpes, Didelphis virginiana, Canis familiaris, Tamias striatus, Lynx rufus, Mephitis mephitis, Felis catus, Lontra canadensis, Peromyscus leucopus",41.173861944551625,-73.62278975490196,50,Westchester County - New York,forest,13
181,"Odocoileus hemionus, Canis latrans, Procyon lotor, Urocyon cinereoargenteus, Sciurus niger, Lynx rufus, Mephitis mephitis, Didelphis virginiana, Sylvilagus audubonii, Sylvilagus bachmani, Canis familiaris",36.85780334806975,-119.84512069999998,50,Fresno - California,forest,11
182,"Lynx rufus, Canis latrans, Sciurus niger, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Sciurus carolinensis, Sylvilagus floridanus",36.614586023608695,-87.27258400000002,50,Montgomery County - Tennessee,grassland,9
183,"Ursus americanus, Sciurus griseus, Urocyon cinereoargenteus, Odocoileus hemionus, Procyon lotor, Sylvilagus audubonii, Mephitis mephitis, Canis latrans, Lynx rufus, Canis familiaris, Puma concolor, Bassariscus astutus, Tamiasciurus douglasii, Otospermophilus beecheyi, Didelphis virginiana, Neotamias speciosus, Felis catus, Neotamias merriami, Neotamias amoenus, Lepus californicus, Sylvilagus bachmani, Spilogale gracilis, Sciurus carolinensis",37.37500107601609,-119.66818836150942,50,Madera County - California,forest,23
184,"Sciurus carolinensis, Odocoileus virginianus, Procyon lotor, Canis latrans, Didelphis virginiana, Canis familiaris, Sylvilagus floridanus, Lynx rufus, Vulpes vulpes, Castor canadensis",38.08621395754266,-77.37252680222224,50,Caroline County - Virginia,forest,10
185,"Sciurus carolinensis, Ursus americanus, Tamias striatus, Lynx rufus, Procyon lotor, Didelphis virginiana, Canis latrans, Canis familiaris, Odocoileus virginianus, Neotoma floridana, Spilogale putorius, Glaucomys volans, Sylvilagus obscurus, Mephitis mephitis, Glaucomys sabrinus, Capra aegagrus hircus, Bos taurus",35.50075357537891,-82.30184599117646,50,Buncombe County - North Carolina,forest,17
186,"Ursus americanus, Procyon lotor, Tamiasciurus hudsonicus, Odocoileus virginianus, Vulpes vulpes, Tamias striatus, Sciurus carolinensis, Pekania pennanti, Lynx rufus, Canis latrans",42.8727287190029,-72.81535999999998,50,Windham County - Vermont,forest,10
187,"Odocoileus virginianus, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Canis latrans, Sciurus carolinensis, Vulpes vulpes, Lynx rufus, Sciurus niger, Sylvilagus floridanus, Canis familiaris, Mephitis mephitis, Sus scrofa, Neotoma floridana, Urocyon cinereoargenteus",33.80250930877533,-93.77970833333332,50,Hempstead County - Arkansas,grassland,15
188,"Odocoileus hemionus, Mephitis mephitis, Ursus americanus, Sciurus griseus, Didelphis virginiana, Urocyon cinereoargenteus, Procyon lotor, Canis latrans, Bos taurus, Lynx rufus, Lepus californicus, Sus scrofa, Ondatra zibethicus, Puma concolor",38.58979270038274,-122.71460083333332,50,Sonoma County - California,forest,14
189,"Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Marmota monax, Sciurus niger, Didelphis virginiana, Felis catus, Canis latrans, Vulpes vulpes, Sylvilagus floridanus, Neovison vison, Lynx rufus",42.82581752125736,-84.38434,50,Clinton County - Michigan,wetland,12
190,"Procyon lotor, Canis familiaris, Vulpes vulpes, Sciurus carolinensis, Odocoileus virginianus, Sylvilagus aquaticus, Didelphis virginiana, Dasypus novemcinctus, Sylvilagus floridanus, Urocyon cinereoargenteus, Canis latrans, Lynx rufus, Felis catus, Lontra canadensis, Sus scrofa",30.52862760293116,-90.47618890624996,50,Tangipahoa Parish - Louisiana,forest,15
191,"Sus scrofa, Felis catus, Urva javanica, Canis familiaris, Sus scrofa scrofa",21.36175523477876,-157.74543011428568,50,East Honolulu - Hawaii,forest,5
192,"Odocoileus virginianus, Canis latrans, Lynx rufus, Glaucomys sabrinus, Pekania pennanti, Lepus americanus, Erethizon dorsatum, Ursus americanus, Tamiasciurus hudsonicus, Mustela frenata, Tamias striatus, Sylvilagus floridanus, Sciurus carolinensis",44.4549537470012,-74.19870642857143,50,Franklin County - New York,forest,13
193,"Sciurus niger, Odocoileus virginianus, Procyon lotor, Didelphis virginiana, Sciurus carolinensis, Tamias striatus, Marmota monax, Sylvilagus floridanus, Mephitis mephitis, Canis latrans, Felis catus, Vulpes vulpes",42.484654985085015,-85.4546109090909,50,Prairieville Township - Michigan,forest,12
194,"Dasypus novemcinctus, Odocoileus virginianus, Sciurus carolinensis, Didelphis virginiana, Procyon lotor, Sus scrofa, Urocyon cinereoargenteus, Canis latrans, Sciurus niger",31.18697218741972,-92.58101999999998,50,Rapides Parish - Louisiana,forest,9
195,"Procyon lotor, Sciurus carolinensis, Odocoileus virginianus, Didelphis virginiana, Pekania pennanti, Urocyon cinereoargenteus, Vulpes vulpes, Tamiasciurus hudsonicus, Canis latrans, Tamias striatus, Mustela frenata, Mephitis mephitis, Lynx rufus, Sylvilagus floridanus, Lontra canadensis, Ondatra zibethicus, Castor canadensis, Peromyscus leucopus, Bos taurus, Marmota monax, Neotamias panamintinus, Mustela erminea, Rattus norvegicus, Neovison vison, Canis familiaris, Zapus hudsonius, Glaucomys sabrinus, Sciurus niger, Glaucomys volans, Tamiasciurus douglasii",42.22838536511879,-71.69673499740257,50,Worcester County - Massachusetts,forest,30
196,"Ursus americanus, Lynx rufus, Tamias striatus, Sciurus carolinensis, Erethizon dorsatum, Procyon lotor, Mephitis mephitis, Didelphis virginiana, Odocoileus virginianus",39.59243676754,-79.13984799500001,50,Garrett County - Maryland,anthropogenic,9
197,"Taxidea taxus, Cynomys ludovicianus, Canis latrans, Canis familiaris, Sylvilagus floridanus, Odocoileus hemionus, Procyon lotor, Antilocapra americana, Mephitis mephitis, Odocoileus virginianus",38.52410055031014,-100.56565,50,Lane County - Kansas,grassland,10
198,"Lynx rufus, Canis latrans, Sciurus carolinensis, Dasypus novemcinctus, Procyon lotor, Odocoileus virginianus, Urocyon cinereoargenteus, Didelphis virginiana, Sylvilagus floridanus, Glaucomys volans, Ursus americanus, Marmota monax, Mephitis mephitis",36.255276192587885,-93.7034376923077,50,Madison County - Arkansas,forest,13
199,"Canis familiaris, Felis catus, Canis latrans, Odocoileus hemionus, Urocyon cinereoargenteus, Sylvilagus audubonii, Mephitis mephitis, Puma concolor, Sylvilagus bachmani, Sciurus niger, Sciurus griseus, Procyon lotor",34.044372920350035,-118.71182912307692,50,Los Angeles County - California,chaparral,12
200,"Sus scrofa, Odocoileus hemionus, Sciurus griseus, Canis familiaris, Pecari tajacu, Sciurus arizonensis, Sciurus carolinensis, Neotamias dorsalis, Sylvilagus audubonii, Canis latrans, Lepus californicus, Urocyon cinereoargenteus, Mephitis mephitis, Puma concolor, Procyon lotor, Otospermophilus variegatus, Ammospermophilus harrisii, Bos taurus, Lynx rufus",34.9061906312287,-111.86272333333334,50,Yavapai County - Arizona,forest,19
201,"Procyon lotor, Sylvilagus floridanus, Sciurus carolinensis, Tamias striatus, Odocoileus virginianus, Didelphis virginiana, Canis latrans, Felis catus, Vulpes vulpes, Canis familiaris, Lynx rufus, Sciurus niger, Mephitis mephitis, Marmota monax, Urocyon cinereoargenteus",39.31402391275536,-82.11665672727273,50,Athens - Ohio,forest,15
202,"Procyon lotor, Dasypus novemcinctus, Sciurus carolinensis, Didelphis virginiana, Odocoileus virginianus",37.44982679044722,-95.88275,50,Wilson County - Kansas,forest,5
203,"Odocoileus virginianus, Canis latrans, Bos taurus, Cervus canadensis, Odocoileus hemionus, Neotamias minimus, Canis familiaris",43.72544916194256,-103.79945636363637,50,Custer County - South Dakota,grassland,7
204,"Odocoileus virginianus, Nasua narica, Pecari tajacu, Urocyon cinereoargenteus, Mephitis mephitis, Ursus americanus, Sylvilagus audubonii, Didelphis virginiana, Puma concolor, Canis latrans, Lynx rufus, Bassariscus astutus, Mephitis macroura, Spilogale gracilis, Bos taurus, Lepus californicus, Lepus alleni",31.778929872276443,-110.84530627777774,50,Pima County - Arizona,"forest, grassland",17
205,"Taxidea taxus, Canis latrans, Antilocapra americana, Vulpes velox, Lepus townsendii, Equus caballus, Bos taurus, Canis familiaris",42.14842014747919,-105.73807099999998,50,Albany County - Wyoming,grassland,8
206,"Odocoileus hemionus, Cervus canadensis, Erethizon dorsatum, Tamiasciurus hudsonicus, Alces alces, Canis lupus, Ursus americanus, Vulpes vulpes, Canis latrans, Martes americana",43.861328506436216,-114.6489025,50,Blaine County - Idaho,forest,10
207,"Sciurus carolinensis, Sciurus niger, Odocoileus virginianus, Procyon lotor, Didelphis virginiana, Canis latrans, Felis catus, Lynx rufus, Sylvilagus floridanus",40.063636932781804,-87.56330272222223,50,Vermilion County - Illinois,forest,9
208,"Bison bison, Odocoileus hemionus, Antilocapra americana, Canis latrans, Bos taurus, Odocoileus virginianus, Cervus canadensis, Erethizon dorsatum, Cynomys ludovicianus, Lynx rufus, Sylvilagus audubonii, Taxidea taxus, Lepus townsendii, Procyon lotor, Mephitis mephitis, Canis familiaris, Equus caballus",47.75692749651966,-107.76478634030607,50,Phillips County - Montana,grassland,17
209,"Ursus americanus, Odocoileus hemionus, Canis latrans, Canis familiaris, Mephitis mephitis, Puma concolor, Cervus canadensis, Sciurus aberti, Procyon lotor, Lynx rufus, Odocoileus virginianus, Tamiasciurus hudsonicus, Neotoma mexicana, Sciurus niger, Otospermophilus variegatus, Spilogale gracilis, Tamiasciurus douglasii, Neotoma lepida, Vulpes vulpes, Urocyon cinereoargenteus, Mustela frenata, Callospermophilus lateralis, Sylvilagus audubonii",38.998029674187336,-104.87624764771432,50,El Paso County - Colorado,"forest, grassland",23
210,"Sciurus carolinensis, Odocoileus virginianus, Canis familiaris, Vulpes vulpes, Tamiasciurus hudsonicus, Procyon lotor, Ursus americanus, Canis latrans",43.802152797103965,-71.77065975,50,Grafton County - New Hampshire,forest,8
